 gnome-terminal--13247 [000] .... 19951.977616: sys_enter: NR 7 (2887a00, 3, 0, 1f3bd40, f, 1)
 gnome-terminal--13247 [000] .... 19951.977640: sys_enter: NR 7 (7fffe43d33d0, 1, ffffffff, 90, 0, 0)
 gnome-terminal--13247 [000] .... 19951.977640: sys_enter: NR 20 (4, 7fffe43d3540, 3, 90, 1d8a0c8, 0)
 gnome-terminal--13247 [000] .... 19951.977643: sys_enter: NR 47 (4, 7fffe43d3440, 0, 90, 1d8a0c8, 0)
 gnome-terminal--13247 [000] .... 19951.977645: sys_enter: NR 47 (4, 7fffe43d3570, 0, 90, 1d8a0c8, 1d97020)
 gnome-terminal--13247 [000] .... 19951.977647: sys_enter: NR 7 (2887a00, 3, 0, 1f3bd40, f, 1)
 gnome-terminal--13247 [000] .... 19951.977668: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 0)
 gnome-terminal--13247 [000] .... 19951.977671: sys_enter: NR 7 (2887a00, f, 1e, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19951.977687: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 5)
 gnome-terminal--13247 [000] .... 19951.977689: sys_enter: NR 0 (10, 24b27cc, 1ff0, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19951.977692: sys_enter: NR 0 (10, 24b2e3e, 197e, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19951.977693: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19951.977694: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19951.977695: sys_enter: NR 7 (2887a00, f, 1e, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19951.977698: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19951.977699: sys_enter: NR 7 (2887a00, f, 1e, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19951.977701: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19951.977702: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19951.977703: sys_enter: NR 7 (2887a00, f, 1e, 25eee20, f, 1)
        Telegram-13233 [000] .... 19951.977715: sys_enter: NR 0 (6, 7ffdfdf6d250, 10, 40f8060, 7, 1)
        Telegram-13233 [000] .... 19951.977743: sys_enter: NR 1 (6, 7ffdfdf6cbc0, 8, 40d5e30, 1, 26)
        Telegram-13233 [000] .... 19951.977749: sys_enter: NR 47 (f, 7ffdfdf6d0a0, 0, 40d5e30, 3ff2728, 26)
        Telegram-13233 [000] .... 19951.977752: sys_enter: NR 7 (3f3a700, 6, 0, 40f8060, 7, 1)
        Telegram-13233 [000] .... 19951.977764: sys_enter: NR 7 (7ffdfdf6c7e0, 1, ffffffff, 4e487f0, 0, 0)
        Telegram-13233 [000] .... 19951.977765: sys_enter: NR 20 (4, 7ffdfdf6c910, 1, 4e487f0, 3de5d08, 0)
        Telegram-13233 [000] .... 19951.977768: sys_enter: NR 202 (7ffdfdf6c994, 80, 1, 0, 3de5d00, 0)
            Xorg-12396 [000] .... 19951.977774: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19951.977775: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19951.977779: sys_enter: NR 20 (2f, 7ffe35f14790, 1, 562d1fe52ee0, 1, 0)
            Xorg-12396 [000] .... 19951.977781: sys_enter: NR 20 (2f, 7ffe35f14790, 1, 562d1fe52ee0, 1, 0)
            Xorg-12396 [000] .... 19951.977782: sys_enter: NR 47 (2f, 7ffe35f14610, 0, 562d1fe52ee0, 1000, 1)
            Xorg-12396 [000] .... 19951.977783: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d1fe52ee0, 1000, 1)
            Xorg-12396 [000] .... 19951.977786: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
            Xorg-12396 [000] .... 19951.977795: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19951.977796: sys_enter: NR 47 (21, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19951.977798: sys_enter: NR 20 (21, 7ffe35f147b0, 1, 562d19b1e200, 1, 1)
            Xorg-12396 [000] .... 19951.977800: sys_enter: NR 47 (21, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19951.977800: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19951.977802: sys_enter: NR 23 (200, 562d19b2fa40, 0, 0, 562d19b266c0, 0)
            Xorg-12396 [000] .... 19951.977807: sys_enter: NR 38 (0, 7ffe35f14630, 0, 562d19b2d6e0, 0, 0)
            Xorg-12396 [000] .... 19951.977807: sys_enter: NR 47 (2d, 7ffe35f14610, 0, 562d19b1e200, 1000, 1)
            Xorg-12396 [000] .... 19951.977811: sys_enter: NR 20 (1d, 7ffe35f14580, 1, 8, 1, 180000)
      Compositor-17199 [000] .... 19952.000656: sys_enter: NR 202 (7fc8960febf4, 80, 1, 0, 7fc8960feb00, 0)
 gnome-terminal--13247 [000] .... 19952.000697: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.000702: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, d)
 gnome-terminal--13247 [000] .... 19952.000703: sys_enter: NR 0 (10, 24b3651, 116b, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.000704: sys_enter: NR 0 (10, 24b367f, 113d, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.000705: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.000707: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.000710: sys_enter: NR 7 (2887a00, f, 7, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.000714: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.000715: sys_enter: NR 7 (2887a00, f, 7, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.000716: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.000718: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.000718: sys_enter: NR 7 (2887a00, f, 7, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.000734: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.000737: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, e)
 gnome-terminal--13247 [000] .... 19952.000737: sys_enter: NR 0 (10, 24b367f, 113d, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.000738: sys_enter: NR 0 (10, 24b3681, 113b, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.000739: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.000740: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.000742: sys_enter: NR 7 (2887a00, f, 7, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.000744: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.000745: sys_enter: NR 7 (2887a00, f, 7, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.000747: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.000748: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.000749: sys_enter: NR 7 (2887a00, f, 7, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.000916: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.000920: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, f)
 gnome-terminal--13247 [000] .... 19952.000921: sys_enter: NR 0 (10, 24b3681, 113b, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.000922: sys_enter: NR 0 (10, 24b36af, 110d, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.000923: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.000926: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.000929: sys_enter: NR 7 (2887a00, f, 7, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.000932: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.000933: sys_enter: NR 7 (2887a00, f, 7, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.000934: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.000936: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.000937: sys_enter: NR 7 (2887a00, f, 7, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.000953: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.000956: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 10)
 gnome-terminal--13247 [000] .... 19952.000957: sys_enter: NR 0 (10, 24b36af, 110d, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.000958: sys_enter: NR 0 (10, 24b36b1, 110b, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.000958: sys_enter: NR 1 (5, 7fffe43d3700, 8, 11, 1d54a80, 27a9f60)
 gnome-terminal--13247 [000] .... 19952.000960: sys_enter: NR 47 (4, 7fffe43d3570, 0, 11, 1d8a0c8, 27a9f60)
 gnome-terminal--13247 [000] .... 19952.000961: sys_enter: NR 7 (2887a00, f, 7, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.000964: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.000965: sys_enter: NR 7 (2887a00, f, 7, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.000966: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.000968: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.000969: sys_enter: NR 7 (2887a00, f, 7, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001131: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001136: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 0)
 gnome-terminal--13247 [000] .... 19952.001137: sys_enter: NR 0 (10, 24b36b1, 110b, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001139: sys_enter: NR 0 (10, 24b36df, 10dd, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001139: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001142: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001145: sys_enter: NR 7 (2887a00, f, 6, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001148: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.001149: sys_enter: NR 7 (2887a00, f, 6, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001151: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001152: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.001153: sys_enter: NR 7 (2887a00, f, 6, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001172: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001174: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 1)
 gnome-terminal--13247 [000] .... 19952.001175: sys_enter: NR 0 (10, 24b36df, 10dd, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001176: sys_enter: NR 0 (10, 24b36e1, 10db, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001176: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001178: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001179: sys_enter: NR 7 (2887a00, f, 6, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001182: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.001183: sys_enter: NR 7 (2887a00, f, 6, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001185: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001186: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.001187: sys_enter: NR 7 (2887a00, f, 6, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001339: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001344: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 2)
 gnome-terminal--13247 [000] .... 19952.001345: sys_enter: NR 0 (10, 24b36e1, 10db, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001346: sys_enter: NR 0 (10, 24b370f, 10ad, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001347: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001349: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001352: sys_enter: NR 7 (2887a00, f, 6, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001356: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.001357: sys_enter: NR 7 (2887a00, f, 6, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001358: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001360: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.001361: sys_enter: NR 7 (2887a00, f, 6, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001378: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001381: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 3)
 gnome-terminal--13247 [000] .... 19952.001382: sys_enter: NR 0 (10, 24b370f, 10ad, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001382: sys_enter: NR 0 (10, 24b3711, 10ab, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001383: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001384: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001386: sys_enter: NR 7 (2887a00, f, 6, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001389: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.001390: sys_enter: NR 7 (2887a00, f, 6, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001391: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001393: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.001394: sys_enter: NR 7 (2887a00, f, 6, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001543: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001548: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 4)
 gnome-terminal--13247 [000] .... 19952.001549: sys_enter: NR 0 (10, 24b3711, 10ab, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001550: sys_enter: NR 0 (10, 24b373f, 107d, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001551: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001553: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001556: sys_enter: NR 7 (2887a00, f, 6, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001559: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.001560: sys_enter: NR 7 (2887a00, f, 6, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001562: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001563: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.001564: sys_enter: NR 7 (2887a00, f, 6, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001581: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001584: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 5)
 gnome-terminal--13247 [000] .... 19952.001584: sys_enter: NR 0 (10, 24b373f, 107d, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001585: sys_enter: NR 0 (10, 24b3741, 107b, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001585: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001587: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.001589: sys_enter: NR 7 (2887a00, f, 6, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001591: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.001592: sys_enter: NR 7 (2887a00, f, 6, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001594: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.001595: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.024198: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 9)
 gnome-terminal--13247 [000] .... 19952.024199: sys_enter: NR 0 (10, 24b2c3d, 1b7f, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.024200: sys_enter: NR 0 (10, 24b2c3f, 1b7d, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.024200: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.024201: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.024203: sys_enter: NR 7 (2887a00, f, 1a, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.024206: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.024207: sys_enter: NR 7 (2887a00, f, 1a, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.024208: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.024210: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.024211: sys_enter: NR 7 (2887a00, f, 1a, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.024316: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.024321: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, a)
 gnome-terminal--13247 [000] .... 19952.024322: sys_enter: NR 0 (10, 24b2c3f, 1b7d, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.024323: sys_enter: NR 0 (10, 24b2c5c, 1b60, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.024324: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.024326: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.024329: sys_enter: NR 7 (2887a00, f, 1a, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.024332: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.024333: sys_enter: NR 7 (2887a00, f, 1a, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.024334: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.024336: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.024337: sys_enter: NR 7 (2887a00, f, 1a, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.024346: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.024348: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, b)
 gnome-terminal--13247 [000] .... 19952.024349: sys_enter: NR 0 (10, 24b2c5c, 1b60, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.024349: sys_enter: NR 0 (10, 24b2c5e, 1b5e, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.024350: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.024351: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.024352: sys_enter: NR 7 (2887a00, f, 1a, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.024355: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.024356: sys_enter: NR 7 (2887a00, f, 1a, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.024358: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.024359: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.024360: sys_enter: NR 7 (2887a00, f, 1a, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.024463: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.024468: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, c)
 gnome-terminal--13247 [000] .... 19952.024469: sys_enter: NR 0 (10, 24b2c5e, 1b5e, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.024470: sys_enter: NR 0 (10, 24b2c7b, 1b41, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.024470: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.024473: sys_enter: NR 47 (4, 7fffe43d3570, 0, 20, 1d8a0c8, 7fec65bc78e0)
 gnome-terminal--13247 [000] .... 19952.024476: sys_enter: NR 7 (2887a00, f, 1a, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.024479: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.024480: sys_enter: NR 7 (2887a00, f, 1a, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.024481: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.024483: sys_enter: NR 47 (4, 7fffe43d3570, 0, 25eee20, 1d8a0c8, e)
 gnome-terminal--13247 [000] .... 19952.024484: sys_enter: NR 7 (2887a00, f, 1a, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.024492: sys_enter: NR 0 (5, 7fffe43d3720, 10, 25eee20, f, 1)
 gnome-terminal--13247 [000] .... 19952.024495: sys_enter: NR 1 (5, 7fffe43d3700, 8, 20, 1d54a80, d)
